NUM_BOLETA,COD_EVALUACION,BARCODE,CODIGO_PERSONAL,FECHA_APLICACION,CORR_ANIO,REGION,NOM_DEPA,cod_depa,NOM_MUNI,cod_muni,NOM_ESTAB,cod_estab,Dirección,Teléfono,NIVEL,cod_nivel,RAMA_ABSTRACTA,cod_rama,FECHA_NACIMIENTO,EDAD,EDAD_Recodificada,GENERO,AREA,cod_area,SECTOR,cod_sector,JORNADA,cod_jornada,PLAN,cod_plan,CICLO,cod_ciclo,cod_distrito,ANIO_CIERRE,NOM_DEPA_DISTANCIA,FECHA_INSC_MOD,IE_IDENTIFICACION_ETNICA_Recodificada,IE_IDIOMA_MATERNO_Recodificada,IE_DESTREZA_DOMINIO_IDIOMA_MATERNO,HAB,ENT,LEE,ESC,IE_FRECUENCIA_USO_IDIOMA_MATERNO_Recodificada,IE_DOMINA_OTRO_COMO_SEGUNDO_IDIOMA,IE_SEGUNDO_IDIOMA_MATERNO_Recodificada,IE_HABILIDAD_DOMINIO_SEGUNDA_LENGUA,ENTIENDO_OIRLO,ENTIENDO_LEERLO,PUEDO_ESCRIBIR,LO_HABLO,ED_ASISTIO_PREPRIMARIA,ED_AREA_DE_ESCUELA_FINALIZO_PRIMARIA,ED_REPITIO_ALGUN_GRADO_PRIMARIA,ED_QUE_GRADOS_REPITIO,GR_PRIMERO,GR_SEGUNDO,GR_TERCERO,GR_CUARTO,GR_QUINTO,GR_SEXTO,ED_MODALIDAD_ESTUDIO_Recodificada,ED_TRABAJA_ACTUALMENTE,ED_JORNADA_TRABAJA,ED_JORNADA_TRABAJA_Recodificada,FM_ASISTIO_ESCUELA_PAPA,FM_GRADO_ALCANZO_PAPA_Recodificada,FM_ASISTIO_ESCUELA_MAMA,FM_GRADO_ALCANZO_MAMA_Recodificada,CC_MATERIAL_PREDOMINA_EN_PISO_CASA,PP_TIERRA,PP_MADERA_RUSTICA,PP_TORTA_CEMENTO,PP_PISO_GRANITO,PP_PISO_CERAMICO,PP_MADERA_FINA,CC_MATERIAL_PREDOMINA_EN_PAREDES_CASA,PA_MADERA_RUSTICA,PA_ADOBE,PA_LAMINA,PA_BLOCK,PA_LADRILLO,PA_MADERA_FINA,CC_MATERIAL_PREDOMINA_EN_TECHO_CASA,PT_MATERIAL_PERECEDERO,PT_LAMINA,PT_DURALITA,PT_TEJA,PT_TERRAZA_FUNDIDA,CC_COMO_OBTIENE_EL_AGUA_PARA_LAVAR,AL_FUENTE_NATURAL,AL_CHORRO_PUBLICO,AL_TUBERIA,AL_COMPRADA,CC_AGUA_UTILIZA_PARA_BEBER,AB_NATURAL,AB_CHORRO,AB_COMPRADA_CISTERNA,AB_COMPRADA_EMBOTELLADA,CC_ELECTRICIDAD,CC_AMBIENTE_COCINA_SEPARADA,CC_COMBUSTIBLE_UTILIZA_COCINA,CU_LENIA,CU_GAS,CU_ELECTRICIDAD,CC_CUENTA_LINEA_TELEFONICA,CC_TIENE_FAMILIA_CELULAR,CC_SERVICIO_TV_CABLE,CC_SERVICIO_INTERNET,CC_ELECTRODOMESTICOS,TELEVISOR,REFRIGERADOR,EQUIPO_SONIDO,VHS_DVD,LAVADORA_ROPA,SECADORA_ROPA,HORNO_MICROONDAS,COMPUTADORAS,CONSOLA_VIDEOJUEGOS,OTROS_ELECTRODOMESTICOS,CC_TIPO_SANITARIOS,CC_NO_HAY,CC_LETRINA,CC_INODORO,CC_FAMILIA_AUTOMOVIL,CC_COMO_SE_MOVILIZA_USUALMENTE,CC_A_PIE,CC_BICLETA,CC_PUBLICO,CC_BUS_ESCOLAR,CC_MOTOCICLETA,CC_AUTOMOVIL,CC_TIEMPO_CASA_AL_ESTABLECIMIENTO,CC_0_15,CC_16_30,CC_31_45,CC_46_60,CC_61_75,CC_76_90,CC_91_105,CC_M_105,CC_CASA_DONDE_VIVE_FAMILIA_ES,CC_CASA_Alquilada,CC_CASA_Propia,CC_CUANTOS_NIVELES_CONSTRUCCION_CASA,CC_CUANTOS_NIVELES_1,CC_CUANTOS_NIVELES_2,CC_CUANTOS_NIVELES_3,CC_CUANTOS_NIVELES_4,CC_CUANTOS_NIVELES_5,CC_CUANTOS_NIVELES_Mas5,CC_CUANTOS_DORMITORIOS_HAY_EN_CASA,CC_CUANTOS_DORMITORIOS_1,CC_CUANTOS_DORMITORIOS_2,CC_CUANTOS_DORMITORIOS_3,CC_CUANTOS_DORMITORIOS_4,CC_CUANTOS_DORMITORIOS_5,CC_CUANTOS_DORMITORIOS_Mas5,CC_CUANTAS_PERSONAS_VIVEN_EN_CASA,CC_CUANTAS_PERSONAS_1,CC_CUANTAS_PERSONAS_2,CC_CUANTAS_PERSONAS_3,CC_CUANTAS_PERSONAS_4,CC_CUANTAS_PERSONAS_5,CC_CUANTAS_PERSONAS_Mas5,CC_RECIBE_REMESAS,TEC_POSEEN_COMPUTADORAS_ESTABLECIMIENTO_USO_ALUMNOS,TEC_UTILIZA_COMPUTADORA_REALIZAR_TAREAS_ESCUELA,TEC_PERIODOS_SEMANA_UTILIZA_COMPUTADORA,TEC_PERIODOS_SEMANA_UTILIZA_COMPUTADORA_Recodificada,TEC_HORAS_DIARIAS_USO_COMPU_ESTAB,TEC_HORAS_DIARIAS_USO_COMPU_ESTAB_Recodificada,TEC_HORAS_DIARIAS_USO_COMPU_CASA,TEC_HORAS_DIARIAS_USO_COMPU_CASA_Recodificada,TEC_UTILIZA_INTERNET_PARA_INVESTIGACIONES,TEC_RECIBIDO_CURSO_COMPUTACION,MAT_PERIODOS_MATEMATICAS_SEMANA,MAT_PERIODOS_MATEMATICAS_SEMANA_Recodificada,MAT_MINUTOS_DURA_PERIODO_MATEMATICAS,MAT_MINUTOS_DURA_PERIODO_MATEMATICAS_Recodificada,LEC_DIAS_SEMANA_LEE_PERIODICOS,LEC_DIAS_SEMANA_LEE_PERIODICOS_Recodificada,LEC_QUE_PERIODICO_PREFIERE_LEER,LC_PRENSA_LIBRE,LC_SIGLO_XXI,LC_EL_PERIODICO,LC_NUESTRO_DIARIO,LC_DIARIO_CENTROAMERICA,LC_AL_DIA,LC_LA_HORA,LC_PUBLINEWS,LC_OTRO,LEC_LIBROS_COMPLETOS_HA_LEIDO,LEC_LIBROS_COMPLETOS_HA_LEIDO_Recodificada,LEC_PERIODOS_LECTURA_SEMANA,LEC_PERIODOS_LECTURA_SEMANA_Recodificada,LEC_MINUTOS_DURA_PERIODO_LECTURA,LEC_MINUTOS_DURA_PERIODO_LECTURA_Recodificada,measure_MATE,DESEMPEÑO_MATEMÁTICAS,LOGRO_MATEMÁTICAS,measure_LECT,DESEMPEÑO_LECTURA,LOGRO_LECTURA
277034,1775378850,5897878,D496BRD,2015-10-16,15,5,ESCUINTLA,5,SANTA LUCIA COTZUMALGUAPA,502,INSTITUTO TECNOLOGICO PROESUR,05-02-2557-46,KM. 92.5 FINCA CAMANTULUL CARRETERA A MAZATENANGO,79552800,DIVERSIFICADO,46,BACHILLERATO,1,09/08/1997,17.0,2.0,1,RURAL,12,PRIVADO,22,DOBLE,33,DIARIO(REGULAR),1,ANUAL,1.0,05-007,2015,,23/03/2015,2,2,"HAB,ENT,LEE,ESC",1,1,1,1,3.0,1.0,1,,0,0,0,0,1.0,1.0,0,,0,0,0,0,0,0,1,0,,0,1.0,4,1.0,4,PP_PISO_CERAMICO,0,0,0,0,1,0,PA_BLOCK,0,0,0,1,0,0,PT_TERRAZA_FUNDIDA,0,0,0,0,1,AL_TUBERIA,0,0,1,0,AB_COMPRADA_EMBOTELLADA,0,0,0,1,1.0,1.0,CU_GAS,0,1,0,1.0,1.0,1.0,1.0,"TELEVISOR,REFRIGERADOR,EQUIPO_SONIDO,VHS_DVD,LAVADORA_ROPA,SECADORA_ROPA,HORNO_MICROONDAS,COMPUTADORAS,CONSOLA_VIDEOJUEGOS,OTROS_ELECTRODOMESTICOS",1,1,1,1,1,1,1,1,1,1,CC_INODORO,0,0,1,,CC_AUTOMOVIL,0,0,0,0,0,1,CC_0_15,1,0,0,0,0,0,0,0,CC_CASA_Propia,0,1,CC_CUANTAS_NIVELES_2,0,1,0,0,0,0,CC_CUANTOS_DORMITORIAS_5,0,0,0,0,1,0,CC_CUANTAS_PERSONAS_3,0,0,1,0,0,0,0.0,1.0,1.0,TEC_PERIODOS_3,3,Tec_Horas_Esta_2,2,Tec_Horas_Casa_3,3,1.0,1.0,Periodo_Mate_3,3,MINUTOS_DURA_Mate_40_49,4,DIAS_SEMANA_LEE_1,1,LC_PRENSALIBRE,1,0,0,0,0,0,0,0,0,LIBROS_COMPLETOS_3_4,2,Periodo_Lect_Mas6,7,MINUTOS_DURA_Lect_40_49,4,0.355,2.0,0.0,0.001,2.0,0.0
277035,1705999306,5913512,D050BKZ,2015-10-16,15,5,ESCUINTLA,5,SANTA LUCIA COTZUMALGUAPA,502,INSTITUTO TECNOLOGICO PROESUR,05-02-2557-46,KM. 92.5 FINCA CAMANTULUL CARRETERA A MAZATENANGO,79552800,DIVERSIFICADO,46,BACHILLERATO,1,22/03/1998,17.0,2.0,1,RURAL,12,PRIVADO,22,DOBLE,33,DIARIO(REGULAR),1,ANUAL,1.0,05-007,2015,,23/03/2015,2,2,"HAB,ENT,LEE,ESC",1,1,1,1,3.0,1.0,1,,0,0,0,0,1.0,1.0,0,,0,0,0,0,0,0,1,0,,0,0.0,0,1.0,3,PP_PISO_CERAMICO,0,0,0,0,1,0,PA_BLOCK,0,0,0,1,0,0,PT_TERRAZA_FUNDIDA,0,0,0,0,1,AL_TUBERIA,0,0,1,0,AB_COMPRADA_EMBOTELLADA,0,0,0,1,1.0,1.0,"CU_GAS,CU_ELECTRICIDAD",0,1,1,1.0,1.0,1.0,1.0,"TELEVISOR,REFRIGERADOR,EQUIPO_SONIDO,VHS_DVD,LAVADORA_ROPA,SECADORA_ROPA,HORNO_MICROONDAS,COMPUTADORAS,CONSOLA_VIDEOJUEGOS",1,1,1,1,1,1,1,1,1,0,CC_INODORO,0,0,1,1.0,CC_BUS_ESCOLAR,0,0,0,1,0,0,CC_31_45,0,0,1,0,0,0,0,0,CC_CASA_Alquilada,1,0,CC_CUANTAS_NIVELES_2,0,1,0,0,0,0,CC_CUANTOS_DORMITORIAS_3,0,0,1,0,0,0,CC_CUANTAS_PERSONAS_2,0,1,0,0,0,0,0.0,1.0,1.0,TEC_PERIODOS_3,3,Tec_Horas_Esta_1,1,Tec_Horas_Casa_2,2,1.0,1.0,Periodo_Mate_6,6,MINUTOS_DURA_Mate_40_49,4,DIAS_SEMANA_LEE_1,1,LC_NUESTRODIARIO,0,0,0,1,0,0,0,0,0,LIBROS_COMPLETOS_Ninguno,0,Periodo_Lect_6,6,MINUTOS_DURA_Lect_40_49,4,3.118,4.0,1.0,1.522,4.0,1.0
277036,6050457842,5512382,D458LNC,2015-10-16,15,5,ESCUINTLA,5,SANTA LUCIA COTZUMALGUAPA,502,INSTITUTO TECNOLOGICO PROESUR,05-02-2557-46,KM. 92.5 FINCA CAMANTULUL CARRETERA A MAZATENANGO,79552800,DIVERSIFICADO,46,BACHILLERATO,1,10/09/1998,16.0,1.0,1,RURAL,12,PRIVADO,22,DOBLE,33,DIARIO(REGULAR),1,ANUAL,1.0,05-007,2015,,23/03/2015,2,2,"HAB,ENT,LEE,ESC",1,1,1,1,3.0,1.0,1,,0,0,0,0,1.0,1.0,0,,0,0,0,0,0,0,1,0,,0,1.0,2,1.0,3,PP_PISO_CERAMICO,0,0,0,0,1,0,PA_LADRILLO,0,0,0,0,1,0,PT_LAMINA,0,1,0,0,0,AL_TUBERIA,0,0,1,0,AB_COMPRADA_EMBOTELLADA,0,0,0,1,1.0,1.0,CU_GAS,0,1,0,1.0,1.0,1.0,1.0,"TELEVISOR,REFRIGERADOR,EQUIPO_SONIDO,VHS_DVD,HORNO_MICROONDAS,COMPUTADORAS,CONSOLA_VIDEOJUEGOS",1,1,1,1,0,0,1,1,1,0,CC_INODORO,0,0,1,1.0,CC_BUS_ESCOLAR,0,0,0,1,0,0,CC_31_45,0,0,1,0,0,0,0,0,CC_CASA_Propia,0,1,CC_CUANTAS_NIVELES_1,1,0,0,0,0,0,CC_CUANTOS_DORMITORIAS_3,0,0,1,0,0,0,CC_CUANTAS_PERSONAS_4,0,0,0,1,0,0,1.0,1.0,1.0,TEC_PERIODOS_3,3,Tec_Horas_Esta_2,2,Tec_Horas_Casa_Mas4,5,1.0,0.0,Periodo_Mate_4,4,MINUTOS_DURA_Mate_40_49,4,DIAS_SEMANA_LEE_0,0,LC_NUESTRODIARIO,0,0,0,1,0,0,0,0,0,LIBROS_COMPLETOS_1_2,1,Periodo_Lect_2,2,MINUTOS_DURA_Lect_40_49,4,2.855,4.0,1.0,0.463,3.0,1.0
277037,3501864447,5983654,D783UPP,2015-10-16,15,5,ESCUINTLA,5,SANTA LUCIA COTZUMALGUAPA,502,INSTITUTO TECNOLOGICO PROESUR,05-02-2557-46,KM. 92.5 FINCA CAMANTULUL CARRETERA A MAZATENANGO,79552800,DIVERSIFICADO,46,BACHILLERATO,1,23/04/1998,17.0,2.0,1,RURAL,12,PRIVADO,22,DOBLE,33,DIARIO(REGULAR),1,ANUAL,1.0,05-007,2015,,23/03/2015,2,2,"HAB,ENT,LEE,ESC",1,1,1,1,3.0,0.0,0,,0,0,0,0,1.0,0.0,0,,0,0,0,0,0,0,1,0,,0,1.0,3,1.0,1,PP_PISO_CERAMICO,0,0,0,0,1,0,PA_BLOCK,0,0,0,1,0,0,PT_LAMINA,0,1,0,0,0,AL_TUBERIA,0,0,1,0,AB_COMPRADA_EMBOTELLADA,0,0,0,1,1.0,1.0,CU_GAS,0,1,0,1.0,1.0,1.0,1.0,"TELEVISOR,REFRIGERADOR,EQUIPO_SONIDO,VHS_DVD,LAVADORA_ROPA,COMPUTADORAS",1,1,1,1,1,0,0,1,0,0,CC_INODORO,0,0,1,1.0,CC_PUBLICO,0,0,1,0,0,0,CC_16_30,0,1,0,0,0,0,0,0,CC_CASA_Propia,0,1,CC_CUANTAS_NIVELES_1,1,0,0,0,0,0,CC_CUANTOS_DORMITORIAS_3,0,0,1,0,0,0,CC_CUANTAS_PERSONAS_3,0,0,1,0,0,0,0.0,1.0,1.0,TEC_PERIODOS_2,2,Tec_Horas_Esta_1,1,Tec_Horas_Casa_3,3,1.0,1.0,Periodo_Mate_3,3,MINUTOS_DURA_Mate_40_49,4,DIAS_SEMANA_LEE_2,2,LC_NUESTRODIARIO,0,0,0,1,0,0,0,0,0,LIBROS_COMPLETOS_1_2,1,Periodo_Lect_3,3,MINUTOS_DURA_Lect_40_49,4,0.544,2.0,0.0,-0.146,1.0,0.0
277038,5870520658,5408710,D036RIL,2015-10-16,15,5,ESCUINTLA,5,SANTA LUCIA COTZUMALGUAPA,502,INSTITUTO TECNOLOGICO PROESUR,05-02-2557-46,KM. 92.5 FINCA CAMANTULUL CARRETERA A MAZATENANGO,79552800,DIVERSIFICADO,46,BACHILLERATO,1,10/04/1998,17.0,2.0,0,RURAL,12,PRIVADO,22,DOBLE,33,DIARIO(REGULAR),1,ANUAL,1.0,05-007,2015,,23/03/2015,2,2,"HAB,ENT,LEE,ESC",1,1,1,1,3.0,0.0,0,,0,0,0,0,1.0,0.0,0,,0,0,0,0,0,0,1,0,,0,1.0,4,1.0,3,PP_PISO_CERAMICO,0,0,0,0,1,0,PA_BLOCK,0,0,0,1,0,0,PT_TERRAZA_FUNDIDA,0,0,0,0,1,AL_TUBERIA,0,0,1,0,AB_COMPRADA_EMBOTELLADA,0,0,0,1,1.0,1.0,CU_GAS,0,1,0,1.0,1.0,1.0,1.0,"TELEVISOR,REFRIGERADOR,EQUIPO_SONIDO,LAVADORA_ROPA,SECADORA_ROPA,HORNO_MICROONDAS,OTROS_ELECTRODOMESTICOS",1,1,1,0,1,1,1,0,0,1,CC_INODORO,0,0,1,1.0,CC_BUS_ESCOLAR,0,0,0,1,0,0,CC_31_45,0,0,1,0,0,0,0,0,CC_CASA_Propia,0,1,CC_CUANTAS_NIVELES_1,1,0,0,0,0,0,CC_CUANTOS_DORMITORIAS_4,0,0,0,1,0,0,CC_CUANTAS_PERSONAS_3,0,0,1,0,0,0,0.0,1.0,1.0,TEC_PERIODOS_4,4,Tec_Horas_Esta_2,2,Tec_Horas_Casa_3,3,1.0,1.0,Periodo_Mate_Mas6,7,MINUTOS_DURA_Mate_40_49,4,DIAS_SEMANA_LEE_1,1,LC_NUESTRODIARIO,0,0,0,1,0,0,0,0,0,LIBROS_COMPLETOS_1_2,1,Periodo_Lect_3,3,MINUTOS_DURA_Lect_40_49,4,-0.581,1.0,0.0,0.126,2.0,0.0
277039,2295724152,5644376,D355CPT,2015-10-16,15,5,ESCUINTLA,5,SANTA LUCIA COTZUMALGUAPA,502,INSTITUTO TECNOLOGICO PROESUR,05-02-2557-46,KM. 92.5 FINCA CAMANTULUL CARRETERA A MAZATENANGO,79552800,DIVERSIFICADO,46,BACHILLERATO,1,24/12/1997,17.0,2.0,0,RURAL,12,PRIVADO,22,DOBLE,33,DIARIO(REGULAR),1,ANUAL,1.0,05-007,2015,,23/03/2015,2,2,"HAB,ENT,LEE,ESC",1,1,1,1,3.0,1.0,1,,0,0,0,0,1.0,1.0,0,,0,0,0,0,0,0,1,0,,0,1.0,4,1.0,4,PP_PISO_CERAMICO,0,0,0,0,1,0,PA_BLOCK,0,0,0,1,0,0,PT_TERRAZA_FUNDIDA,0,0,0,0,1,AL_FUENTE_NATURAL,1,0,0,0,AB_COMPRADA_EMBOTELLADA,0,0,0,1,1.0,1.0,CU_GAS,0,1,0,1.0,1.0,1.0,1.0,"TELEVISOR,REFRIGERADOR,EQUIPO_SONIDO,VHS_DVD,LAVADORA_ROPA,HORNO_MICROONDAS,COMPUTADORAS",1,1,1,1,1,0,1,1,0,0,CC_INODORO,0,0,1,1.0,CC_AUTOMOVIL,0,0,0,0,0,1,CC_16_30,0,1,0,0,0,0,0,0,CC_CASA_Propia,0,1,CC_CUANTAS_NIVELES_2,0,1,0,0,0,0,CC_CUANTOS_DORMITORIAS_4,0,0,0,1,0,0,CC_CUANTAS_PERSONAS_2,0,1,0,0,0,0,0.0,1.0,1.0,TEC_PERIODOS_3,3,Tec_Horas_Esta_2,2,Tec_Horas_Casa_3,3,1.0,1.0,Periodo_Mate_Mas6,7,MINUTOS_DURA_Mate_30_39,3,DIAS_SEMANA_LEE_1,1,LC_PRENSALIBRE,1,0,0,0,0,0,0,0,0,LIBROS_COMPLETOS_Mas6,4,Periodo_Lect_Mas6,7,MINUTOS_DURA_Lect_30_39,3,0.005,1.0,0.0,0.937,4.0,1.0
277040,2318342993,5499873,D061CBD,2015-10-16,15,5,ESCUINTLA,5,SANTA LUCIA COTZUMALGUAPA,502,INSTITUTO TECNOLOGICO PROESUR,05-02-2557-46,KM. 92.5 FINCA CAMANTULUL CARRETERA A MAZATENANGO,79552800,DIVERSIFICADO,46,BACHILLERATO,1,17/10/1997,17.0,2.0,1,RURAL,12,PRIVADO,22,DOBLE,33,DIARIO(REGULAR),1,ANUAL,1.0,05-007,2015,,23/03/2015,2,2,"HAB,ENT,LEE,ESC",1,1,1,1,3.0,1.0,1,,0,0,0,0,1.0,1.0,0,,0,0,0,0,0,0,1,0,,0,1.0,5,1.0,5,PP_PISO_CERAMICO,0,0,0,0,1,0,PA_BLOCK,0,0,0,1,0,0,PT_TERRAZA_FUNDIDA,0,0,0,0,1,AL_TUBERIA,0,0,1,0,AB_COMPRADA_EMBOTELLADA,0,0,0,1,1.0,1.0,"CU_GAS,CU_ELECTRICIDAD",0,1,1,1.0,1.0,1.0,1.0,"TELEVISOR,REFRIGERADOR,EQUIPO_SONIDO,VHS_DVD,LAVADORA_ROPA,HORNO_MICROONDAS,COMPUTADORAS,OTROS_ELECTRODOMESTICOS",1,1,1,1,1,0,1,1,0,1,CC_INODORO,0,0,1,1.0,CC_BUS_ESCOLAR,0,0,0,1,0,0,CC_46_60,0,0,0,1,0,0,0,0,CC_CASA_Propia,0,1,CC_CUANTAS_NIVELES_1,1,0,0,0,0,0,CC_CUANTOS_DORMITORIAS_4,0,0,0,1,0,0,CC_CUANTAS_PERSONAS_2,0,1,0,0,0,0,0.0,1.0,1.0,TEC_PERIODOS_3,3,Tec_Horas_Esta_1,1,Tec_Horas_Casa_0,0,1.0,1.0,Periodo_Mate_4,4,MINUTOS_DURA_Mate_40_49,4,DIAS_SEMANA_LEE_0,0,LC_NUESTRODIARIO,0,0,0,1,0,0,0,0,0,LIBROS_COMPLETOS_Ninguno,0,Periodo_Lect_4,4,MINUTOS_DURA_Lect_40_49,4,-0.337,1.0,0.0,-0.236,1.0,0.0
277041,3846633411,5297890,C709SLZ,2015-10-16,15,5,ESCUINTLA,5,SANTA LUCIA COTZUMALGUAPA,502,INSTITUTO TECNOLOGICO PROESUR,05-02-2557-46,KM. 92.5 FINCA CAMANTULUL CARRETERA A MAZATENANGO,79552800,DIVERSIFICADO,46,BACHILLERATO,1,09/12/1996,18.0,3.0,1,RURAL,12,PRIVADO,22,DOBLE,33,DIARIO(REGULAR),1,ANUAL,1.0,05-007,2015,,23/03/2015,2,2,"HAB,ENT,LEE,ESC",1,1,1,1,3.0,1.0,1,,0,0,0,0,1.0,0.0,0,,0,0,0,0,0,0,1,0,,0,1.0,5,1.0,4,PP_PISO_CERAMICO,0,0,0,0,1,0,PA_BLOCK,0,0,0,1,0,0,PT_MATERIAL_PERECEDERO,1,0,0,0,0,AL_TUBERIA,0,0,1,0,AB_COMPRADA_EMBOTELLADA,0,0,0,1,1.0,1.0,CU_GAS,0,1,0,0.0,1.0,0.0,1.0,"TELEVISOR,REFRIGERADOR,EQUIPO_SONIDO,VHS_DVD,LAVADORA_ROPA,SECADORA_ROPA,HORNO_MICROONDAS,COMPUTADORAS,CONSOLA_VIDEOJUEGOS,OTROS_ELECTRODOMESTICOS",1,1,1,1,1,1,1,1,1,1,CC_INODORO,0,0,1,1.0,CC_AUTOMOVIL,0,0,0,0,0,1,CC_46_60,0,0,0,1,0,0,0,0,CC_CASA_Propia,0,1,CC_CUANTAS_NIVELES_1,1,0,0,0,0,0,CC_CUANTOS_DORMITORIAS_4,0,0,0,1,0,0,CC_CUANTAS_PERSONAS_3,0,0,1,0,0,0,0.0,1.0,1.0,TEC_PERIODOS_5,5,Tec_Horas_Esta_2,2,Tec_Horas_Casa_Mas4,5,1.0,0.0,Periodo_Mate_6,6,MINUTOS_DURA_Mate_30_39,3,DIAS_SEMANA_LEE_7,7,LC_PRENSALIBRE,1,0,0,0,0,0,0,0,0,LIBROS_COMPLETOS_Ninguno,0,Periodo_Lect_6,6,MINUTOS_DURA_Lect_30_39,3,1.43,4.0,1.0,0.937,4.0,1.0
277042,316910401,5259803,C609LBM,2015-10-16,15,5,ESCUINTLA,5,SANTA LUCIA COTZUMALGUAPA,502,INSTITUTO TECNOLOGICO PROESUR,05-02-2557-46,KM. 92.5 FINCA CAMANTULUL CARRETERA A MAZATENANGO,79552800,DIVERSIFICADO,46,BACHILLERATO,1,15/02/1997,18.0,3.0,1,RURAL,12,PRIVADO,22,DOBLE,33,DIARIO(REGULAR),1,ANUAL,1.0,05-007,2015,,23/03/2015,2,2,"HAB,ENT,LEE,ESC",1,1,1,1,3.0,1.0,1,,0,0,0,0,1.0,1.0,0,,0,0,0,0,0,0,1,0,,0,1.0,1,1.0,4,PP_PISO_CERAMICO,0,0,0,0,1,0,PA_BLOCK,0,0,0,1,0,0,PT_TEJA,0,0,0,1,0,AL_TUBERIA,0,0,1,0,AB_COMPRADA_CISTERNA,0,0,1,0,1.0,1.0,"CU_GAS,CU_ELECTRICIDAD",0,1,1,1.0,1.0,1.0,1.0,"TELEVISOR,REFRIGERADOR,VHS_DVD,LAVADORA_ROPA,HORNO_MICROONDAS,COMPUTADORAS,CONSOLA_VIDEOJUEGOS,OTROS_ELECTRODOMESTICOS",1,1,0,1,1,0,1,1,1,1,CC_INODORO,0,0,1,1.0,CC_AUTOMOVIL,0,0,0,0,0,1,CC_0_15,1,0,0,0,0,0,0,0,CC_CASA_Propia,0,1,CC_CUANTAS_NIVELES_2,0,1,0,0,0,0,CC_CUANTOS_DORMITORIAS_5,0,0,0,0,1,0,CC_CUANTAS_PERSONAS_4,0,0,0,1,0,0,0.0,1.0,1.0,TEC_PERIODOS_6,6,Tec_Horas_Esta_3,3,Tec_Horas_Casa_2,2,1.0,1.0,Periodo_Mate_6,6,MINUTOS_DURA_Mate_30_39,3,DIAS_SEMANA_LEE_2,2,LC_PRENSALIBRE,1,0,0,0,0,0,0,0,0,LIBROS_COMPLETOS_1_2,1,Periodo_Lect_1,1,MINUTOS_DURA_Lect_30_39,3,1.552,4.0,1.0,1.058,4.0,1.0
277043,9920335858,5448639,C408GVM,2015-10-16,15,5,ESCUINTLA,5,SANTA LUCIA COTZUMALGUAPA,502,INSTITUTO TECNOLOGICO PROESUR,05-02-2557-46,KM. 92.5 FINCA CAMANTULUL CARRETERA A MAZATENANGO,79552800,DIVERSIFICADO,46,BACHILLERATO,1,22/04/1997,18.0,3.0,1,RURAL,12,PRIVADO,22,DOBLE,33,DIARIO(REGULAR),1,ANUAL,1.0,05-007,2015,,23/03/2015,2,2,"HAB,ENT,ESC",1,1,0,1,3.0,,2,,0,0,0,0,1.0,0.0,0,,0,0,0,0,0,0,1,0,,0,1.0,1,1.0,1,PP_TORTA_CEMENTO,0,0,1,0,0,0,PA_BLOCK,0,0,0,1,0,0,PT_LAMINA,0,1,0,0,0,AL_CHORRO_PUBLICO,0,1,0,0,AB_COMPRADA_EMBOTELLADA,0,0,0,1,1.0,1.0,"CU_GAS,CU_ELECTRICIDAD",0,1,1,0.0,1.0,1.0,1.0,"TELEVISOR,REFRIGERADOR,EQUIPO_SONIDO,LAVADORA_ROPA,HORNO_MICROONDAS,COMPUTADORAS,OTROS_ELECTRODOMESTICOS",1,1,1,0,1,0,1,1,0,1,CC_INODORO,0,0,1,1.0,CC_PUBLICO,0,0,1,0,0,0,CC_46_60,0,0,0,1,0,0,0,0,CC_CASA_Propia,0,1,CC_CUANTAS_NIVELES_1,1,0,0,0,0,0,CC_CUANTOS_DORMITORIAS_5,0,0,0,0,1,0,CC_CUANTAS_PERSONAS_3,0,0,1,0,0,0,0.0,1.0,1.0,TEC_PERIODOS_5,5,Tec_Horas_Esta_2,2,Tec_Horas_Casa_Mas4,5,1.0,1.0,Periodo_Mate_6,6,MINUTOS_DURA_Mate_40_49,4,DIAS_SEMANA_LEE_4,4,LC_NUESTRODIARIO,0,0,0,1,0,0,0,0,0,LIBROS_COMPLETOS_1_2,1,Periodo_Lect_6,6,MINUTOS_DURA_Lect_40_49,4,0.33,2.0,0.0,-0.236,1.0,0.0
